,Title,Location,reviewees,reviewers,reviews,ratings
5027,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Kayla,"What a beautiful place to stay! Stuart has the most beautiful imagination and skills. The place is definitely a must see. Not something you so everyday. Location is stunning, hospitality is great. Will definitely be making a return! For people that’s slating the cleanliness.. you’re outdoors! Camping/glamping, what do you expect. We thoroughly enjoyed our selves. The place is just weird and wonderful. The bath in the hut facing the river is just magical. 10/10",5
5028,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Jane,"The perfect way to get back to nature, no phones, just beautiful Welsh countryside.",5
5029,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Ellie,A unique stay with beautiful views,4
5030,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Jo,Wonderful ... complete retreat away from everything ... you can’t help relax.  Red hot outdoor bath was superb ... the log cabin was super cosy with an excellent nostalgic selection of VHS.  Stuart gave us a lift to the dam due to weather conditions with excellent advice on the return walk home ... great hospitality and a must to ‘get away from it all’.,5
5031,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Matty,"My partner and I drove for 6 hours to reach Stuarts place for a one night stay, but it was worth every minute of the drive. Following Stuarts direction to the property made finding the accomodation a breeze. We were warmly welcomed with a glass of Pinot, pleasant conversation, followed by a tour of the grounds. We unfortunately arrived during storm Dennis, so as expected the pathways were very muddy and slippery, but this did not spoil our experience, the cabins have stunning views of the river that runs through Stuarts land, it has to be seen to be believed. 
We stayed in the main cabin, it is far from a shed but a properly built log cabin that kept us dry and warm! The whole place is very cute and cosy.
 The kitchen was well supplied with plates and cooking accessories and the bedroom has a small TV with a big choice of VHS to choose from
 Bathing outside in the storm is an experience I will never forget, and bathing in the skypod in the morning with the river running directly in front of you is simply amazing. Stuarts house is closer than it appears in photos, however it is downhill of the cabins offering privacy. 
 When we checked out we were kindly offered a cup of tea which we turned down as we had a long drive ahead, however Stuart made a point of insisting we visit the Lake and Dam, and we are thrilled he did so, as this was simply stunning.
 We can't wait to experience Stuarts property again in the warmer and dryer weather!.",5
5032,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Nina,"Definitely a Glamping outdoorsy experience, host not very hot on cleanliness. Kitchen area grubby and Bed linen didn’t appear clean. The host was very welcoming and attentive though. It is a stunning spot, with beautiful views, the room was cosy and warm and there was plenty of hot water.",2
5033,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Brittany,"Had a brilliant time away at Stuarts place! Definitely recommend this to my friends and family, beautiful place with the most beautiful surroundings, would come back again in a heart beat! Great time, and super host!",5
5034,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Esther,"This place was amazing and everything we hoped for.  We came to celebrate my daughter's 15th birthday and being outdoors types we love to get away from it all and experience something different.  The cabins were perfect for our needs and despite the temperature plummeting to freezing on a January night, they were warm and cosy.   Comfortable beds and plenty of bedding, blankets and towels.  So many great touches everywhere from the hundreds of tealights to the vast array of videos.  
Our favourite part was the baths.  One outdoors and one in the skypod, both open to the elements, we tried each one.  Piping hot water and plenty for both and I have to say that lying in a open air bath on a dark, cold January night looking at the stars is an experience that will stay with me!  Just wonderful.
Stuart was very welcoming, showing us all the facilities and he came back later to check we were ok, offering to light the campfire for us.  
All in all a fantastic stay and if you're after something a little different then this place is highly recommended!",5
5035,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Ela,"Stuart is a very attentive, friendly and helpful host. The place is set in a beautiful location. The cabins are warm and comfortable.  The outdoor bath was an amazing experience. It is a wonderful place for those who love outdoor living, perfect balance between rustic and comfortable. Highly recommend. Thank you!",5
5036,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Usman,"We had really good time with our little one at this place.it was really nice and calm. Best night view of sky full of stars. Stuart is very friendly and an awesome host.
Will definitely go back in summers to enjoy sunshine and greenery.",5
5037,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Theo,"Stuart was a great host, very friendly and accomodating. 
Loved our stay in his set of quirky cabins, peaceful and tranquil location. The outdoor baths were amazing, sauna and fire pit, clear skies on our stay for great star gazing at night.
Just around the corner from lake Vyrnwy dam, where you can go brid watching, cycling, sailing or just enjoy the fresh welsh air and scenery. 
Great amenities: everything we needed from microwave, cooking stove, hotwater, fridge, toaster, electric and heating.
The perfect glamping/cabin experience. 
Thanks, will definitely book again.",5
5038,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Lauren,"Nice place, nice location",4
5039,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Sam,"Such a great guy! 
I left something in the room and he posted it immediately to me! Cracking bloke! 
We also had a whiskey breakfast in the morning!",5
5040,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Tyler,It great experience sleeping in shed and bathroom outside no private lovely view,3
5041,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Martin,"Had a lovely holiday, rooms were nice and warm with the heating on.",4
5042,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Rachel,"Where do I even start?! Literally had the best 3 nights ever.  2 adults & 2 kids, 14 & 8. From the moment we arrived till the moment we left we all had the most amazing time & have taken away fantastic memories! We arrived NYE & Stuart greeted us as soon as pulled up! What a lovely man he is.... invited us into his home & ensured we had all we needed.  The  kids loved their quad bike ride whilst I unpacked. I feel we bonded so much as a family. He kids loved the outside bath, I loved the bath in the hut & the little great tit that flew in each morning whilst I looked out down to the river.  The VHS collection was such a hit with us & the kids. So much to do on the doorstep.... the lake was stunning & the waterfall a beautiful find at the end of a superb scenic walk. Really can’t recommend this place enough!  If it was like this in winter then god knows how amazing it’d be in the summer! Just go... let yourself unwind, let your kids be kids & just bind with each other.  No signal for phones but god... I bloody loved that fact!!!! Total tranquility. Thank you so much Stuart! Can’t tell you how much we needed that break & you’ve etched a memory in our hearts forever xx",5
5043,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Andy,My Family of 4 had a fantastic and memorable time here. Stuart went above and beyond! Definately would recommend this rustic escape. 5 stars!,5
5044,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Alex,This place is the most creative place we have ever seen! You can see how much love and creativity has been contributed to every single detail! :)  highly recommended !,5
5045,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Daniel,A wonderfully bizzare set of quirky sheds on the side of a pretty hill. We really enjoyed our stay and Stuart was a brilliant host who couldn't do enough for us.,4
5046,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Jonathan,"Myself and my fiance had a great stay at this venue last weekend, seeing as though it was Dec 21st the cabin was very cosy and warm and being able to have a hot bath in the sky pod is a great touch. The rooms had stacks of VCR's and a VCR player which we loved also. Great local knowledge from Stuart and was a great host.",5
5047,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Jodie,We had an incredible stay at Stuart's place! We stayed in the main cabin which kept much warmer than I expected considering the cold weather. The sauna was a great experience and so was the outdoor bath whilst listening to the sound of the river! We will definitely be back!,5
5048,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Francis,Good service,5
5049,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Shaun,amazing place,5
5050,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Billie,"We had a wonderful weekend. The outside baths are fantastic I could have stayed in these all weekend. The main bedroom hut was warm upon arrival, the sauna is a must after a long day exploring the lake nearby, it was what we needed to wind down. Overal you have everything you need and then a few experiences that you won't get with other properties like the outdoor baths and the old-style TVs with loads of videos, a nice touch on an already impressive place. Stuart is a wonderful host, suggesting local things to do and always being on hand if we needed anything. We are planning to come back already! We also fell in love with Stuart's very friendly cat Hamish who will pop over and visit you from time to time.",5
5051,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Sam,A really fun and unique place - we stayed in the winter and although it was cold outside the sauna and heating inside were great. Even used the outdoor bath!,5
5052,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Jake,"This is an absolute gem, like Go and stay then question wether to write a good review because you want to keep it a secret all to yourself. 

Beautiful. Cheers. Be back soon.",5
5053,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Natasha,"This place sure is quirky! There are knick knacks and all sorts to look at everywhere. We absolutely loved it! (despite coming in November in the rain)

Stuart was a wonderful host who greeted us warmly and lit the fire for us. 
If you're expecting a hotel experience you will be dissatisfied, this is a Glamping experience. It's very close to nature.

 The toilet and kicthen are separate to the cabins so you have to go outside to access them. The shower is outdoors and doesn't offer much privacy from other guests in your party. 

The cabins we stayed in were lovely and warm with the heaters on however there is no heating in the kitchen or toilet. 
There was lots of hot water for the baths though and they are such a novelty! Bathing outside in the rain was amazing!
Stuart has the most impressive VHS collection and what a time warp that was, rewinding video tapes! 
This place is very unique and the surrounding area just beautiful. 
Highly recommend (but only if you're a bit outdoorsy)",5
5054,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Christina,This was an amazing place to stay. Very much looking forward to revisiting in the summer months with hopefully a little less rain!,5
5055,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Josh,"If you're coming for a relaxing / de-stress / weekend break or as a treat, then this place is ideal - a great find and worth the money!! The beautiful and peaceful surroundings, the sauna, the outdoor hot tub (note: it's a bath tub, but the water's hot enough to be close to a hot tub) combined with star-gazing on a clear night were brilliant!!
Note: I say it was worth the money as I was able to make use of the sauna and hot tub - i.e. make the most of what this stay has to offer. If you're coming just for an overnight stay, and not able to use the amenities mentioned, you may not find it as good value for money.

I stayed in the hut furthest. And it was a nice little room sufficiently furnished. Had a small TV with a VCR player and loads of VCR films - be prepared for nostalgia! And there's a kitchen next door, which was pretty well-equipped with a gas hob, some cooking pots and pans, a fridge, cutlery, crockery, a microwave, toaster, drinking water can, and even some basic things like oil.

Note that this is in part, an outdoor experience (bit like glamping). If you come expecting a hotel-like stay, you'll be unpleasantly surprised. But if you come expecting an outdoor experience, you'll be pleasantly surprised, as it was pretty good/better than I expected for an outdoor experience.

Stuart was a great host, welcoming me soon as I arrived, close by and available when help was needed, kindly turning on the heating in the hut I was going to stay before I arrived. And topping it all off, in the morning when I got stuck in the snow trying to get out, he was willing to help tow me up the hill!!


So all in all, I would recommend, and would personally consider going again!

Note on location: Be careful to follow Stuart's instructions regarding directions, rather than following Google maps or AirBnB's map.",5
5056,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Gunther,"My friend Alex and I stayed at Stuart's place for the second time. This should tell it all: we came back, and we will come back again!",5
5057,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Brian,Great value for money. Great views and something completely different. Will definitely go there again,5
5058,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Angel,"Stuart accommodation was really unique with beautiful scenery. We had an amazing time watching the VHS and also enjoyed our own bombfire under the stars. We did get lost as the post code does not take you to the address, so read the air bnb directions carefully. Stuart was very welcoming when we arrived. If you do want to use the sauna you should tell him in good time so he is able to set it up,",4
5059,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Suraya,"Stuart place was a very quirky, fun  and give a ""camping experience"".
We had a good time with all the cassettes since the weather was with heavy rain. Stuart welcome us and showed the place around, was very friendly and funny. We asked for have the Sauna and he light up for us, unfortunately we couldn't use the bath outside because of the heavy rain. (Was too cold as well) The views are beautifull and the river sound is very peaceful.
We stayed in the cabins by the kitchen since this were the ones with the heating on.
The sky pod and the tree house were amazing but more a summer place. We visited the lake close by and was beautifull.
The sauna cabin had a bit of dump smell but I guess the Sauna brings a lot of humidity to the place.
We loved the skeleton in the entrance of the property, the zombie hand and all the quirky details but was a bit of a shame that the cleanliness wasn't so well. 
I love camping and hallowen is my favourite season but I beleive that the place with a bit more love and care would be even better. (At least toilet, shower and kitchen) Was very small drops of rain in my cabin, the toilet was full of drops every where, like a ""shower toilet"", the shower was with open roof what was a shame because with rain we didn't had a hot shower. The kitchen was greasy and full of spider webs with dead bugs on it. I do love the quirky and camping experience but like I said a bit of love and care and the place would have been perfect. I advise to separate the cabins on the booking site, guests will get only what they choose and is easier to prepare for guests to stay, avoids desapointment too. ( had similar experiences before and we even had a little welcome gift with local things) Overall we liked the experience, will come back but in a summer time.",3
5060,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Jon,"Our second trip to Stuart's cabins, and the stay was just as excellent as it was the first time, dispite the October drizzle! Excellent views, lovely rustic cabins, an all round perfect trip. We'll most certainly be back!",5
5061,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Toniann,"What an amazing experiance!! We were very sad leaving Stuart's place today! The most stunning views, fantastic place to stay and most of all the kindest, friendliest host we have ever met. Unfortunately for us the rain was very heavy during out stay but that did not stop Stuart coming to check that we were ok and even inviting us to have a drink with him - we listened to his amazing life stories and it was an honour to have met him. 
We will definitely be back! Cant wait to share this place with our family and our children! Xx",5
5062,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Jess,"This is a very special place for those who love the outdoors, peace and tranquility, Stuart is a very kind host",5
5063,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Kate,Fun and quirky! Stunning setting and friendly host. We would stay again.,5
5064,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Ruth,"Great place to stay, Stuart helpful and friendly, loved the outside bath. Facilities good, great value. Thank you.",5
5065,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Fiona,"Stuart's place is exactly as he has described it and it is quirky and fun.  If you fancy something which is a step up from camping, which is great value for money, then you will like this.  There is no light pollution so it is a great place to do star gazing and where else in the world can you lie in a warm bath outside and do star gazing! Stuart supplied us with logs for the camp fire and there is an outside picnic table so it was a great place for the four of us to socialise and enjoy the evening together. It is very close to Lake Vyrnwy which is a very beautiful area. Loved every minute of our trip so will definitely recommend Stuart's place to friends.",5
5066,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Rosie,"Fantastic place, great host, stunning location! Dont really know where to start but we loved staying here. We are into our outdoor spaces and 'rusticness' so we had to try this place out. It was more lovely than the pictures showed and was definitely one of the most relaxing placed we've stayed in. If you are into camping whilst still having some of the home comforts then I'd definitely recommend it. The outdoor bath tub (and a second bath tub in an opened-sided bathroom) were the highlights for me - a bath under the stars listening to the sounds of the river was a new experience. Stuart is a great host who made us very welcome, he invited us in for drinks and let us use his internet (as there's no 4g in the area) and gave us tips about where to go. He even gave some toy ducks to our duck-obsessed 2 year old. We also made great use of Stuart's extensive old VHS collection in the cabins to pass the evenings, and our girl loved her introduction to some classic kids films. It's also in a great location with gorgeous countryside and a local shop a short drive away. We will definitely be back for another visit!",5
5067,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Eloise,"Stayed a couple of weeks ago and we really enjoyed ourselves, the outdoor bath was really nice (hot water and everything) we stayed as a group of four and the place could have accommodated for a lot more. 
The pictures didn't do it justice, it was better than we expected. The location and surrounding area was amazing and would 100% stay again. Such a cool place! 
Thanks Stuart!!",5
5068,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Hannah,"We had an amazing stay here and enjoyed exploring the area, as well as climbing Crib Goch and Mount Snowdon (about 1 1/2 hours away).

We really enjoyed the quirky set-up; much more interesting than staying in a hotel, but more comfy than camping! There were old TVs and VHS tape players so we watched several videos from their selection which was a great rainy afternoon activity!

The outdoor bath and shower were super fun, and made a change from the usual boring routine you get stuck in! No signal/ internet which we liked as it was nice to just switch off and enjoy the beautiful countryside.

Stuart was a great host and provided extras like firewood for our BBQ which was very kind of him. We also had a drink with him one evening and it was great to swap stories. 

I would definitely recommend the stay, it's very quirky and unusual and not something you usually experience! The amenities are basic but there are heaters and plenty of hot water so it was comfortable all the same. Thank you Stuart!",5
5069,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Joe,"Amazing place, fab location, loved my stay and looking forward to going back!",5
5070,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Mike,"Entrance is via a ‘steep gravel track’, and you’ll know you’re there when you see ‘radiation risk’ and ‘beware of the bull’ signage with a severed hand and skeleton.  Despite passing a comment about these bizarities, the host greeted with a straight face before showing us the ‘accommodation’.

We had a choice of horrors. At best, the cabins are poorly made garden sheds, at worst they’re wooden hellscapes. The first thing shown was the outdoor bathtub (in full view of the hosts property) with a frightened rubber duck chained to it. An alternative ‘shower’ was no more than a floor of dirty concrete paving stones with green mould growing up the side.

The first cabin, ‘Bisiker Towers’ held a selection of VHS tapes, a dirty CRT tele, bunk beds, thick cobwebs and an overpowering musty odour. The bed linens were ancient and smelt it. I hazard a guess that they were last washed during the coal mining strikes.

We made our way past the “Thunderbox” which was little more than a spider-infested portaloo.

The next cabin was the Juhannus, with a double bed, an even bigger selection of VHS tapes, some art work (a block of blue canvas, presumably covering something worse), its own selection of spiders, thick dust and a ‘memory box’ drawer filled with various litter of previous victims.

Next, the kitchen shed. Everything was filthy. The host said to not drink the water, only to have it from a half-filled dirty plastic container.

Across a rickety bridge to the ’Sky Pod’,  you’ll see a very used sofa bed, more musty sheets, and a trap door leading to a toilet.  On inspecting the toilet, you’ll notice it’s open to the forest via a missing wall.  Romantic? It’s not as private as you think - you’re essentially in the hosts garden.

The third and final cabin was viewed.  There’s four in total but we didn’t get access to the other which legend says holds a sauna.  The ‘Treehouse’ is another precarious-looking structure.  Inside from left to right is a wash basin from a caravan which dispensed brown water, a large clock on the ceiling, more spiders and dust, a sofa which clearly had a hard life and (like my now fleeting sense of self-preservation) deflated cushions, a selection of cobweb-covered cups, 3 ‘quirky’ Sports Direct bottles covered in literal dirt, a camping bed, a glass cabinet on top of which lived a dead sheep’s skull (killed by the lack of adequate hygiene) with a taxidermy bird inside. Two more musky beds, one with a spiders egg on it. The host asked if we were okay, we said yeah not wanting to know what was in the fourth cabin as we had no phone signal or WiFi to signal an emergency.

After a 5 minute discussion on the pros and cons of sleeping in the car, we went towards the nearest town to find phone signal and look up the nearest Travelodge. It felt safe and somewhat clean.",1
5071,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Chris,"Hey quirky, breathtaking views,rustic and overall a great place, do not expect 5 star hotel. But do expect a great base to explore and something to tell your friends about...highly recommended",5
5072,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Andrew,"Great place to stay, the kids had a great time exploring the quirky cosy cabins and tree house. Stuart was a great host, each day he came across to check if there was anything we need needed which was very nice of him.",5
5073,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Sarah,"Stuart is very friendly, and very helpful - invited us in for a drink, and gave us suggestions for a walk for the next day. He’d got a fire ready for us arriving too, which was lovely.",5
5074,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Kirsty,A quiet getaway with breathtaking views both on the door stop and further a field. If you are used to camping then this is perfect and adds a little bit of extra luxury for you. If you are looking for hotel/ b&b standards then I suggest you look elsewhere as the rustic uniqueness of this place would probably fall short of your expectations. Stuart was an amazing host who went above and beyond making us all feel welcome and his local knowledge was excellent.,4
5075,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Gemma,Our 2 children loved it! Even in the torrential rain haha...a fabulous place with lots of quirky touches. Thanks Stuart.,5
5076,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Awzzer,Amazing place! Would thoroughly recommend 😄,5
5077,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Shelley,"Fab place! Beautiful location, amazing to bath outside looking out at the trees!  Stuart was very friendly, had a fire ready and was very welcoming!",5
5078,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Rowena,"Fab little spot, lovely cabins and kids loved the treehouse and sky pod. Wonderfully peaceful and perfect with the fire outside. Plenty of local info provided about the area too",4
5079,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Sally,"We had such a lovely stay at Stuart’s place, extremely unique and quirky. Outdoor baths were such a fab experience overlooking the trees. Amazing host, even let us use some of his bikes to cycle round the lake! Perfect location, peaceful and easy to reach lake vyrnwy. Would definitely recommend and hope to stay there again.",5
5080,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Amanda,"Lovely space and area. Knowledgable and friendly host who was very hospitable. However, the listing said we had the whole space but we hadn’t even been there 48hrs and Stuart let the treehouse out to a man and his son for the night! As the treehouse doesn’t have a bathroom we didn’t know if they would be using ‘our’ facilities. The outdoor bath was overlooked by the treehouse so privacy was lost. No communication from Stuart about the extra guests. When I asked about them, he said that we hadn’t been using the treehouse which was hardly the point.",3
5081,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Cathy,"Rustic, charming and utterly peaceful! Great get away, everything you need, happily book again, thank you Stuart!",5
5082,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Rebecca,"Wonderful place to come and enjoy being outdoors. Comfortable beds, camping style kitchen and quirky touches. So lovely to have an open air bath listening to the birds in the privacy of the Sky view cabin. 
Great for a family event hiring out all cabins. Stuart was very helpful lighting our fire both nights.",5
5083,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Laura-Ashley,"Nice space, lots of lovely places to walk locally with a nice forest walk just 5 mins down the road. Highly recommend a dip in the outside baths. Comfortable sleep and Stuart was really nice.",5
5084,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Michelle,"Great adventurous place to stay, with quirky and whimsical charm!",5
5085,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Andrius,This is such a unique and quaint spot and will definitely be back!,5
5086,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Emma,"This place was amazing!!!! It offered complete peace and tranquility, perfect amenities in the kitchen and bathroom area. I would not think twice about returning. Stuart was a wonderful host, very welcoming and gave information about the local area. He lit the fire in the evening and it was beautiful to sit outside listening to nature. I slept in the main cabin which was very comfortable, the other areas looked just as comfortable, the outside bath and shower were amazing, the water was always hot. I was able to cook in the kitchen and make a hot drink. A truley unique and amazing experience.",5
5087,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Niamh,"Beautiful setting in a gorgeous valley. Listening to the river and relaxing on the terrace was just perfect. Sauna was awesome and outdoor bath just amazing. Beds were comfortable, plenty of towels, kitchen well equipped. It is rustic, so don't expect 5 star luxury... perfect for the outdoor nut... we loved it.",5
5088,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Fi,Such a cute and quirky stay! Loved the outdoor bath!! Stuart is a great host! Would recommend staying here if you love the outdoors! Just be aware the drive is a bit bumpy and narrow! But takes you to an amazing secluded spot!,5
5089,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Sarah,"Had a lovely, all too short stay in the main log cabin. Beautiful location and I enjoyed sitting in the warm in the outside bath, watching it get dark. Very hospitable and welcoming host. A lovely, quirky, rustic place to stay. I’d love to come back with my niece and nephew. They would love it.",5
5090,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Nigel,Brilliant location in a magical part of wales. Would highly recommend for a memorable stay.,5
5091,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Jack,Great stay! Exactly as advertised. Back to basics in a beautiful part of the world!,5
5092,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Bronwyn,"Now for something completely different.... 

We thoroughly enjoyed our stay here. Absolutely loved this little gem of a place. Stuart was an amazing host and was incredibly helpful, he went above and beyond for us. The kids loved the outdoor baths, the bunk beds, the movies, the cat, the lake, the swings, you name it, they loved it :) Can’t wait to come back!",5
5093,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Simon,"great place, 3rd time ive visited now and will be booking up again.
 Thanks again Stuart",5
5094,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Claire,"Tranquillity, romance, a space to think.. this place has it all. I cannot stop raving about Stuart's little haven. Sitting in a hot tub, protected from the wind, and an unobstructed view to the river and forest below.. for that price you'd be a fool not to visit. Stuart is the loveliest host, and we have now been back 2 years on the trot now. Cannot believe how lucky we are to have found this absolute gem. The lake near by, the chicken burgers from the shop close by, the locals, everything and everyone is to die for. We'll see you next year Stuart!!!",5
5095,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Véronique,A great place to get away from it all,5
5096,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Leanne,"This place is a hidden gem,not for people who like the luxury and little things! But this place is quirky and rustic so if that’s your thing then it’s fab! Lots of random decorations,but the basics such as kitchen/toilet and beds all well kept! The three main cabins heat up well for a snug night sleep.Stuart interacted with us and set up the sauna before leaving us to enjoy the night,the outdoors baths are a must!",5
5097,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Ainars,Amazing location. Basic comfort but I guess that's what you expect. Otherwise quite interesting experience.,4
5098,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Pamela,"Quirky and quiet!! Great place to stay to get away from it all. Only able to stay for 1 night but had a lovely time & had the whole place to ourselves. Found easily following Stuarts directions, private place where all you can hear are the river, birds and crackling of the fire! We stayed in the large cabin which was comfortable and warm, with the heating being put on before we arrived. A great base for exploring the local area, definitely go see the local waterfall. Would stay again.",5
5099,Three log cabins with WC and Sauna and Treehouse," Huts for Rent in Llanwddyn, United Kingdom ",Stuart,Finn,"Quirky, remote and with the most interesting of hosts. 

If you want 5 star luxury and cleanliness, then this isn’t the place for you.

If you want an outdoors experience, rustic living, in touch with the wilderness of Wales...then you’ll love it.",5
