,Title,Location,reviewees,reviewers,reviews,ratings
5947,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Ed,great space location  thank ,5
5948,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Hannah,sonia wonderful host   cottage beautiful  well decorated everything needed couple nights  definitely check local pub ask landlord history  lovely  breakfast morning fantastic freshly made  warm bread  nothing would change  perfect peaceful get away ,5
5949,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Michael,great place stay  comfortable cosy  well recommended ,5
5950,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Margaret,small perfectly formed ,5
5951,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Kizzy,cosy accommodation convenient area drive cambridge  room small described cosy rather tight  bits bobs might want including tea making bits  bathroom described 0   bathrooms shower  basin loo nothing missing  sonia great host breakfast simple tasty selection cold bits like cereal fruit available pick  would definitely recommend,5
5952,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Arabella,cottage charming  perfect little hideaway everything could need fitted small space  enjoyed stroll around village tested poacher pub  sonia amenable welcoming  ,5
5953,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Lucy,charming cottage  lovely hosts  place peaceful relaxing  lovely time quiet  village pub good  definitely back soon  ,5
5954,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Victoria,sonia really helpful   offering advice good local taxi services   welcoming  lovely  laid back atmosphere gorgeous little hamlet quiet   sound bird song  cottage like fairytale house set within beautiful garden   beds comfortable felt snug cosy  breakfast tray tea making facilities really nice touch  thanks  sonia   would definitely recommend cosy  friendly  rural retreat    ,5
5955,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Vivienne,little thatched house exactly says   small  beautifully comfy cosy  sonia delightful excellent host   husband  help  also gave space  breakfast brought tray tge morning really lovely touch  house set sonias garden surrounded trees  completely private  treat watch beautiful birds close  would highly recommended little thatched house  dont bring large luggage expect swing cat     people choreograph movements get round beds  together lovely little hide away  ,5
5956,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Angela,lovely bijou space  small nurturing  sonia attentive yet spacious  breakfast tray lovely  space small around bed  comfy   go0d overnight bag able put case bed impressed cosy  inviting  beautiful  use space inventive great  everything would need short stay  loved ,5
5957,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Osman,lovely little cottage beautiful part cambridgeshire  friendly helpful hosts ,5
5958,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Annabel And Sean Mills,given wonderful welcome made feel home ,4
5959,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Poppy,fantastic time staying beautiful hut  hosts brilliant lovely surrounding area  would recommend visiting poacher pub food drink  thing would enhanced stay frequent public transport area getting cambridge easy enough using park ride  ,5
5960,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Charlotte,lovely cottage next sonia house  sonia helpful polite  beautiful placeto  local pub convenient nice  ,5
5961,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Cath,gorgeous quaint place stay  sonia tim fantastic hosts would happily recommend staying anyone  close papworth hospital beautiful little village  look   place   ,5
5962,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Lydia,sonia little cottage gorgeous  perfectly sized two  shower good  setting lovely sonia welcoming  wish stayed longer   ,5
5963,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Giordano,nice place good host ,4
5964,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Tiger,absolutely perfect little place stay  even saw little herd deer parked  comfortable  beautifully clean handy get around different places cambridge  thanks great time ,5
5965,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Gary,lovely quaint accommodation special place really nice hosts ,5
5966,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Martin,cute little cottage idyllic village  good value money  would definitely stay area ,4
5967,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Jonathan,cottage perfect little escape  need hand  host sonia lovely helpful   stars,5
5968,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Glen,lovely quirky bolt hole   peaceful  friendly hosts great breakfast ,5
5969,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Walter,creative use small space  warm hospitable host  lovely experience,5
5970,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Kieran,lovely little house great location peaceful couple days     hosts helpful welcoming ,4
5971,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Julie,great little place stay   hospitality great area beautiful quiet   clean ,5
5972,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Niels,wonderful little cottage described  people friendly serve nice breakfast products  cottage lovely cozy experience   ,5
5973,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Andrew,unfortunately able make sonia place  looked lovely super responsive helpful way along  thanks  ,5
5974,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Iris,small cottage  everything may require short stay  picturesque  ideal days away city hearing birds singing day night  hosts also provide breakfast   charming airbnb place ,5
5975,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Justyna,comfortable stay  breakfast provided sonia allocated time well received  friendly hosts  would definitely recommend ,5
5976,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Fay,great hosts  friendly bring breakfast choice door time suits  villiage lovely  peaceful pubs great yummy food  cottage bigger pictures enough space   people secluded   went cambridge one day would recommend  1 min drive park ride  stayed   nights would come back nice relaxing getaway ,5
5977,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Shirley,quaint cottage quiet village  cambridge easily reached  good pub drinks   meals walking distance  ,4
5978,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Elizabeth,special  even unquie place  also says   small ,5
5979,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Myra,stay sonia tim little house garden amazing   see sonia standards high little house spotless immaculate    breakfast perfect large choice  really something everyone   intend try make yearly event  wonderful contrast living centre busy town   thank sonia tim beautiful dogs hope see next year   myra xxx,5
5980,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Henriette,cosy little cottage lovely typical english village,3
5981,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Serena,really cute cottage   quite close main road main house tell quiet nice  really cute space exactly pictures described sonia hand anything needed  would recommend  ,5
5982,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Zainab,great host  lovely little cottage  ,5
5983,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Ros,absolute gem place  tim   sonia welcoming hosts  absolutely every need catered  cottage quaint perfectly renovated  meal locally poacher   good value  great service home cooked fayre finest  ,5
5984,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Katie,lovely little house stay  perfect couple nights stay beautiful quiet village  quick access cambridge surrounding pubs,5
5985,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Nicky,delightful tiny cottage  one room  lovely village location ,5
5986,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Helen,great place stay  counrtyside close several towns  pretty village accomodation  picture postcard accommodation  cosy    nice space 1  fantastic breakfast  good food pubs nearby,5
5987,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Andrea,beautiful cosy cottage idyllic village  made feel welcome want come back soon ,5
5988,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Helen,pretty  private  probably works best 1 space   friendly  breakfast nice touch  good location,5
5989,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Deborah,fantastic hosts looked us well  quirky tranquil getaway  beat,5
5990,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Anneleen,great stay sonia place  booklet map  local restaurants crucial info  e g  tips tricks visiting cambridge  extremily helpful  would need place stay near cambridge get way location near future would book ,5
5991,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Robert,great hosts  fairy tale cottage blissful surroundings  best airbnb stayed date ,5
5992,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Petra,great time cute little cottage beautiful nature around  everything blossomed peaceful surroundings ensured good night sleep much needed  breakfats nice sonia great host  wish could spent nights beautiful village  would much recommend place friends hope return soon ,5
5993,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Malcolm,centre elsworth five ten minutes walk two pubs  serve decent food ,4
5994,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Eugen,thoroughly enjoyed stay sonia place  cosy  little cottage  much liked way refurbished decorated  look quiet place visit cambridge time escape weekend madness camebridge  place  village elmsworth really beautiful  lot old  charming cottages  thumbs ,5
5995,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Oliver,located tranquil little village  lovely little cottage makes romantic place stay night   cottage bigger appears photos well equipped    even though snow falling outside  inside cottage warm cosy  breakfast wonderful touch  thanks sonia tim ,5
5996,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Hok Leung,lovely place stay,5
5997,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Aimee,place absolutely beautiful  everything clean  comfortable qas perfect countryside escapr  sonia great host brought us wonderful breakfast  kind place hope revisit soon leave ,5
5998,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Gayle,little thatched cottage perfect short stay  breakfast brought us morning nice touch  definitely consider longer stay better explore area ,5
5999,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Ben,friendly welcoming lovely village  went walking country pub weekend great time  hospitality fabulous village couple decent pubs   0 min cab ride cambridge station  accommodation described  actually little bigger looks photos opinion  thanks us  introducing us excellent dogs ,5
6000,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Neil,lovely quaint little cottage   greeted tim sonia   tea coffee facilities  microwave lovely fresh healthy breakfast served cottage door every morning tim  walking distance   local pubs bus stop service cambridge st ives   hosts really friendly helpful  lovely relaxing stay,5
6001,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Dovydas,cosy  warm  quiet place nearby pub  loved natural alarm coming outside  wild birds  ,5
6002,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Nichola,beautiful little cottage perfect chilled weekend away    words   quiet  cosy quaint ,5
6003,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Kin,easy find  clean  stylish little house  sonia accommodating  wish time stay longer ,5
6004,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Maria,delightful space picturesque village beautiful part country  tried recommended local pub  also matched high expectation  thank lovely stay ,5
6005,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Istvan,enchanting little cottage  peaceful warm  sonia super friendly helpful  thank ,5
6006,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Sarah,great eccentric little cottage fab old village  wish time explore  love floor heating ,5
6007,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Leslie,characterful thatched room garden mod cons including underfloor heating  beautiful village many thatched properties excellent pub superb food  pub short walk away time year need torch  breakfast nice touch  ordered evening delivery door following morning  spotlesssly clean accurately described  good communication attentive hosts  highly recommended ,5
6008,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Tricia,lovely room quiet area ,5
6009,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Jessica,lovely stay tiny cottage    cosy  warm   breakfast delivery great touch  would love return future  ,5
6010,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Matthew,lovely stay partners birthday  clean  warm  great location  nice pub walking distance good veggie options  thanks sonia,5
6011,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Adam,beautiful little cottage  pleasant night  sonia welcoming communications straight forward    lovely location   thank ,5
6012,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Johannes,cottage comfy quiet definitely recommend tim helpful ,5
6013,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Vannessa,lovely weekend away husband  perfect tranquillity looking  cottage private  pubs restaurant relatively closed  sonia wonderful host  helpful ,5
6014,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Marion,little house absolutely charming  warm cosy beautiful setting private  hosts welcoming bring breakfast door  perfectly positioned delightful thatched village  0 minutes car cambridge  would thoroughly recommend ,5
6015,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Mary,elsworth pretty village near cambridge   little thatched cottage provides comfortable bed breakfast   small everything needed enjoyed privacy   bed comfortable shower worked well   perfect short stay ,5
6016,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Javier,lovely cosy place  percent weekend  sonia helpful  highly recommended ,5
6017,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Jack,girlfriend stayed   nights nye  sonia tim brilliant hosts always available offer friendly advice go    lovely dogs  little cottage everything would want  village picturesque little place would love see summer   definitely recommend ,5
6018,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Mokshith,cottage clean cozy  lovely location  1  mins cambridge  breakfast really good  sonia tim took care us well ,5
6019,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Luke,lovely secluded cottage great get away  0 minutes cambridge,5
6020,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Dave,absolutely fantastic little cottage  great escape  thanks lot,5
6021,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Manon,lovely cottage beautiful english village  feels like fairytale  welcoming hosts made trip easy  nice stay ,5
6022,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Elsa,wonderful retreat  little house even lovelier inside pictures show  surrounding elsworth picturesque  got bus cambridge took hour  sonia kind enough let us check little earlier ,5
6023,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Richard,brilliant accommodation  lovely location  everything thing would short stay  nearby local pub great atmosphere amazing food service,5
6024,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Zipporah,little cottage perfect every way  sure book place soon makes wonderful country retreat  peaceful well looked  hugely recommend ,5
6025,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Paul,one  special places  read airbnb  lovely mini cottage   originally ancient clean cosy   oh   also private   owners fabulous friendly  village beautiful  highly recommended cosy stay two ,5
6026,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,John,sonia really friendly host  little house absolutely amazing  stayed cottage one night  dinner poacher  even enjoyed live music   headed cambridge fine breakfast  sonia helpful  giving us advice get cambridge using one park rides  really recommend idyllic place ,5
6027,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Natasha,gorgeous little picturesque guest house welcoming,5
6028,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Justyna,charming place     sonia tim super friendly helpful  communication easy timely  made visit comfortable  lovely touch breakfast served little hut  little cottage cute  beautifully restored amenities might need one two night  bed really comfy really snuggly night    lovely time charming elsworth ,5
6029,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Matthew,excellent,5
6030,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Samantha,sonia little garden retreat delight stay   clean cosy idyllic setting brook bottom lovely garden beautiful village elsworth     pubs village  poacher  around corner  george dragon offer good food   caught bus cambridge one morning pleased ran time   would definitely recommend sonia place break someone needs somewhere stay whilst visiting papworth hospital   min drive away   bit like staying aa milne novel    house pooh corner  ,5
6031,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Karen,thatched cottage lovely right stay  breakfast provided bonus  thanks really good stay  intend return ,5
6032,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Jane,delightful hide away cottage  thoroughly enjoyed escape,5
6033,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Elliot,sonia cottage lovely  welcomed gate shown garden path door   even given little flask milk tea  breakfast served bang  requested  delicious  even dogs tika oregano welcoming     thoroughly recommend ,5
6034,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Jeanne-Marie,beautifully located compact thatched cottage oozes character  sonia great host welcoming   visited mid october took couple hours room warm comfortable  great choice breakfast delivered door smile ,4
6035,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Kim,really lovely cottage spotlessly clean  lovely thoughtful touches like flask fresh milk  shower gel  shampoo tea  coffee biscuits  breakfast personalised good quality  communication first class nothing much trouble ,5
6036,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Danielle,lovely little cottage   perfect short stay area kind helpful hosts ,5
6037,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Zoë,quiet  lovely location  small equally cute  sonia great host,4
6038,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Paige,sonia tim   thank much amazing stay  cottage absolutely gorgeous  service amazing  accommodating absolute pleasure ,5
6039,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Rooth,really lovely little cottage  idyllic setting  perfect hosts  breakfast great room clean warm  thank    ,5
6040,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Rose,great place stay weekend  cottage beautiful peaceful lovely neighbourhood  sonia helpful well ,5
6041,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Xoxo,clean place friendly owners,5
6042,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Lauren,cutest little cottage  lovely change standard hotel  perfect 1 night stay  would recommend  ,5
6043,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Neil,really idyllic cottage  beautiful surroundings  less  0 minutes drive centre cambridge  nice pub nearby plenty walks around  propery cosy unique   breakfast choice good good  hearty start day  delivered door  would highly recommend ,5
6044,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Anne,perfect hosts accommodation idyllic village ,5
6045,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Marita,stayed week lovely  idyllic cottage elsworth  find everything need little room  bed comfortable choose delicious breakfast  sonia tim friendly  warm hearted  helpfull  enjoyed time elsworth ,5
6046,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Louise,sonia lovely welcoming host  tiny cottage gorgeous  perfect little place  stunning location ,5
6047,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Eleanor,really sweet place   host really helpful  providing us lots information area lovely despite us arriving earlier planned  room basics need couples getaway breakfast nice additional touch  would recommend ,5
6048,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Michael,sonia tim could friendly thoughtful  little cottage compact comfortable  beautiful little village  highly recommended ,5
6049,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Adam,sonia husband wonderful hosts  cottage beautiful   would highly recommend ,5
6050,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Peter,hosts lovely  quiet village location  ideal visiting cambridge surrounding areas ,4
6051,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Octavia,absolutely perfect   thank much  ,5
6052,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Theresa,dear little place ideal one two nights stay  great pub within walking distance whole area pretty  ,5
6053,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Matthew,lovely idyllic surroundings  heart rural england  charming lil  cottage amenities need  close cambridge decent access road london ,5
6054,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Cara,sonia tim cottage really something something special  located beautiful littl village great pubs walks countryside  thebes cottage beautifully decorated everything need couple days stay  space comfortable   people  breakfastsare great hosts absolutely wonderful  made huge effort us lovely time staying  highly recommend spot   ,5
6055,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Jacquie,lovely little place pretty village  convenient cambridge park ride  ,5
6056,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Tony,sonia tim extremely charming  nice place stay  quiet enchanting setting ,5
6057,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Sarah,lovely quiet retreat  welcoming hosts  lively local pubs within walking distance park ride cambridge town centre nearby x,5
6058,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Toby,beautiful little cottage lovely village  sonia superb host really went extra mile us  definitely stay  ,5
6059,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Polly,sweet little cottage amenities extra features listing lets  welcoming  friendly hosts dogs  ,5
6060,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Sofie,cute little self contained space pretty garden  lovely village  fun  peaceful place stay  ,4
6061,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Karolina,lovely little cottage  mum enjoyed stay restful night elsworth busy day cambridge  breakfast delicious everyone helpful easy going  thanks lot us ,4
6062,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Robert,charming  secluded  full character property excellent hosts,5
6063,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Katie,absolutely loved stay cute little cottage  perfect one night stay close cambridge  lovely breakfast sonia fabulous host ,5
6064,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,John,lovely little  home     light airy   felt really embedded country garden   design touches excellent place pleasure sleep   quiet fresh   breakfast   though simple   felt little luxury   stay   ,5
6065,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Ros,beautiful village setting  cute accommodation  another lovely stay ,5
6066,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Neil,unique  ,5
6067,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Jossie,fantastic stay beautiful cosy cottage  close good pubs countryside  sonia really friendly  welcoming host love stay  ,5
6068,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Frøya,great time staying cottage  really peaceful scenic village  lovely little pub nearby  cottage really cute amenities could want ,5
6069,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Mark,fantastic little cottage  perfect overnight base  loved ,5
6070,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Joley,little cottage absolutely idyllic  absolutely loved staying  quiet  peaceful  beds comfortable  shower lovely  breakfast great  pub round corner nice  hosts friendly welcoming  definitely recommended  ,5
6071,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Robert,perfect nights sleep tranquil surroundings easy going hosts  ,5
6072,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Daniëlle,fairytale cottage  little house garden two lovely people  though small  everything provided two beds comfortable  breakfast right doorstep  village elsworth nice quiet people friendly  several pubs choose great indian restaurant nearby  could one ask   great time  ,5
6073,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Isabelle,lovely cottage kept original charm  inside clean everything need comfortable  great private access privacy  sonia husband accommodating helpful  area peaceful offers perfect village experience  also far away cambridge couple national trust places lot  ,5
6074,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Eva,cute cottage amazing breakfast  clean  great communication host  beautiful green village  great experience something different ordinary flats hotels ,5
6075,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Sarah,sweet little cottage picturesque village  sonia tim great hosts  morning breakfasts lovely  ,5
6076,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Mandy,great little place pub within walking distance   thoroughly enjoyed stay ,5
6077,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Jon,beautiful  lovely hosts great breakfast,5
6078,Tiny thatched cottage in idyllic village," Huts for Rent in Elsworth, Cambridge, United Kingdom ",Sonia,Georgina,friendly hosts  cute warm accommodation  short walk poachers pub serves great food drink  perfect little get away  ,5
